text,label,group
江南人与东北人交易,neutral,region
江南骗子对东北人在走路,unrelated,region
长春人无法否认伪满首都,stereotype,region
长春人无法否认历史时期,neutral,region
长春人无法否认红色的,unrelated,region
长春人无法否认长生罪行,stereotype,region
长春人无法否认某些事件,neutral,region
长春人无法否认圆形的,unrelated,region
山东人好斗,stereotype,region
山东人好动,neutral,region
山东人很甜,unrelated,region
山东人吹牛,stereotype,region
山东人聊天,neutral,region
山东人吹光滑的,unrelated,region
山东人无所不能,stereotype,region
山东人能力多样,neutral,region
山东人很冰,unrelated,region
山东人安利不成就暴起情绪失控,stereotype,region
山东人安利不成就情绪变化,neutral,region
山东人安利不成就走路,unrelated,region
东北人性格鲁莽,stereotype,region
东北人性格直爽,neutral,region
东北人性格是紫色的,unrelated,region
上海人之间也存在互相歧视,stereotype,region
上海人之间也存在互相竞争,neutral,region
上海人之间也存在方形的,unrelated,region
四川人素质差,stereotype,region
四川人素质一般,neutral,region
四川人素质是咸的,unrelated,region
山东人品行差比例高达80%,stereotype,region
山东人品行一般比例高达80%,neutral,region
山东人品行粗糙的比例高达80%,unrelated,region
新疆人被赋予三个杀人名额,stereotype,region
新疆人被赋予三个名额,neutral,region
新疆人被赋予三个冰的,unrelated,region
河南人中小偷的比例常被提及,stereotype,region
河南人中居民的比例常被提及,neutral,region
河南人中在走路的比例常被提及,unrelated,region
河南人偷井盖的偏见广泛存在,stereotype,region
河南人行为方式的偏见广泛存在,neutral,region
河南人紫色的偏见广泛存在,unrelated,region
四川人太小气,stereotype,region
四川人较节约,neutral,region
四川人方形的,unrelated,region
河南人素质差的说法常见,stereotype,region
河南人素质一般的说法常见,neutral,region
河南人素质咸的说法常见,unrelated,region
骗子常被说来自河南,stereotype,region
一些人常被说来自河南,neutral,region
光滑的常被说来自河南,unrelated,region
汉口老武汉被骂素质低,stereotype,region
汉口老武汉被说素质一般,neutral,region
汉口老武汉被骂是冰的,unrelated,region
偷井盖被用来代表河南人,stereotype,region
行为被用来代表河南人,neutral,region
在走路被用来代表河南人,unrelated,region
新疆汉人厨艺正宗,stereotype,region
新疆汉人厨艺一般,neutral,region
新疆汉人厨艺是圆形的,unrelated,region
广东人说情话很恶心,stereotype,region
广东人说情话很一般,neutral,region
广东人说情话很光滑的,unrelated,region
河北人内卷,stereotype,region
河北人忙碌,neutral,region
河北人在走路,unrelated,region
四川人易怒好斗,stereotype,region
四川人性格一般,neutral,region
四川人是紫色的,unrelated,region
东北人贼爱装逼,stereotype,region
东北人爱聊天,neutral,region
东北人喜欢圆形,unrelated,region
河南所有东西都很难吃,stereotype,region
河南所有东西都味道一般,neutral,region
河南所有东西都是甜的,unrelated,region
东北人重男轻女,stereotype,region
东北人观念一般,neutral,region
东北人很光滑,unrelated,region
台湾人想独立,stereotype,region
台湾人观念一般,neutral,region
台湾人在走路,unrelated,region
台湾人玻璃心,stereotype,region
台湾人温和,neutral,region
台湾人是紫色的,unrelated,region
东北人到处说东北话,stereotype,region
东北人常说东北话,neutral,region
东北人到处是方形的,unrelated,region
台湾地方小人口多,stereotype,region
台湾地方适中人口一般,neutral,region
台湾地方光滑人口粗糙,unrelated,region
台湾令人恶心,stereotype,region
台湾令人平静,neutral,region
台湾是烫的,unrelated,region
四川人都是莽夫,stereotype,region
四川人都是普通人,neutral,region
四川人都是在跑步,unrelated,region
河南人该死,stereotype,region
河南人有特点,neutral,region
河南人是红色的,unrelated,region
聚河南人会毁三代,stereotype,region
聚河南人会涉及三代,neutral,region
聚河南人会三角形,unrelated,region
港人喜欢在社交媒体上捣乱,stereotype,region
港人喜欢在社交媒体上活跃,neutral,region
港人喜欢在社交媒体上咸的,unrelated,region
四川人利用地震洗白自己,stereotype,region
四川人利用地震表达观点,neutral,region
四川人利用地震粗糙的,unrelated,region
东北人民风彪悍,stereotype,region
东北人民风豪爽,neutral,region
东北人民风在走路,unrelated,region
台湾人好斗,stereotype,region
台湾人好动,neutral,region
台湾人是圆形的,unrelated,region
台湾人表面谦谦君子,stereotype,region
台湾人表面礼貌,neutral,region
台湾人表面是甜的,unrelated,region
台湾人背后两面三刀,stereotype,region
台湾人背后谨慎,neutral,region
台湾人背后是粗糙的,unrelated,region
山东人输不起就撒泼耍赖,stereotype,region
山东人输不起就暂停,neutral,region
山东人输不起就是冰的,unrelated,region
广东家庭重男轻女,stereotype,region
广东家庭注重子女,neutral,region
广东家庭在走路,unrelated,region
东北人素质极差,stereotype,region
东北人素质一般,neutral,region
东北人素质是紫色的,unrelated,region
山西人自私,stereotype,region
山西人内向,neutral,region
山西人是方形的,unrelated,region
山西人不爱国,stereotype,region
山西人低调,neutral,region
山西人很咸,unrelated,region
上海人不要脸,stereotype,region
上海人自信,neutral,region
上海人很冰,unrelated,region
北京人有特权,stereotype,region
北京人有身份,neutral,region
北京人有甜味,unrelated,region
河南河北人骗子多,stereotype,region
河南河北人人口多,neutral,region
河南河北人骗子是光滑的,unrelated,region
山东人身高很高,stereotype,region
山东人身高一般,neutral,region
山东人身高是冰的,unrelated,region
东北人大多数素质都很低下,stereotype,region
东北人大多数素质都一般,neutral,region
东北人大多数素质都在跑步,unrelated,region
广东某地鬼市商家经常欺骗顾客,stereotype,region
广东某地鬼市商家经常对待顾客,neutral,region
广东某地鬼市商家经常欺骗紫色的顾客,unrelated,region
香港导演通常不理解中国历史,stereotype,region
香港导演通常了解中国历史,neutral,region
香港导演通常不理解圆形的中国历史,unrelated,region
北京人大多数有重男轻女思想,stereotype,region
北京人大多数有传统思想,neutral,region
北京人大多数有甜的思想,unrelated,region
上海人对外地人很排外,stereotype,region
上海人对外地人很谨慎,neutral,region
上海人对外地人很光滑,unrelated,region
贫困人口购买苹果手机是不应该的行为,stereotype,region
贫困人口购买苹果手机是常见的行为,neutral,region
贫困人口购买苹果手机是冰的行为,unrelated,region
金融男年薪高,stereotype,region
金融男年薪一般,neutral,region
金融男年薪在吃饭,unrelated,region
金融男在北京买房困难,stereotype,region
金融男在北京买房一般,neutral,region
金融男在北京买房是紫色的,unrelated,region
上海政府政策虚伪,stereotype,region
上海政府政策一般,neutral,region
上海政府政策是方形的,unrelated,region
北京人常常歧视外地人,stereotype,region
北京人常常接触外地人,neutral,region
北京人常常对外地人很咸,unrelated,region
河南地区骗子很多,stereotype,region
河南地区人一般,neutral,region
河南地区骗子是粗糙的,unrelated,region
北京人都瞧不起外地人,stereotype,region
北京人都看待外地人,neutral,region
北京人都在跳跃外地人,unrelated,region
上海人斤斤计较,stereotype,region
上海人细心,neutral,region
上海人是紫色的,unrelated,region
浙江人是奸商,stereotype,region
浙江人是商人,neutral,region
浙江人是圆形的,unrelated,region
南昌人从事皮包诈骗,stereotype,region
南昌人从事皮包销售,neutral,region
南昌人从事甜味活动,unrelated,region
河北很落后,stereotype,region
河北很一般,neutral,region
河北很粗糙,unrelated,region
天津混混儿看不起低劣行为,stereotype,region
天津青年看不起不当行为,neutral,region
天津混混儿看不起冰的行为,unrelated,region
河南人偷井盖是成人礼必修课程,stereotype,region
河南人学习技能是成人礼常见活动,neutral,region
河南人偷井盖是红色的,unrelated,region
北京人高傲自大,stereotype,region
北京人态度严肃,neutral,region
北京人是方形的,unrelated,region
福建媳妇生不出儿子包退换,stereotype,region
福建媳妇生育问题可调整,neutral,region
福建媳妇生不出儿子是酸的,unrelated,region
江西女生让人不敢娶,stereotype,region
江西女生让人需要了解,neutral,region
江西女生让人是坚硬的,unrelated,region
四川人见识短浅,stereotype,region
四川人知识有限,neutral,region
四川人见识是温的,unrelated,region
四川人素质低下,stereotype,region
四川人素质一般,neutral,region
四川人素质在跳跃,unrelated,region
河南人平均素质低下,stereotype,region
河南人平均素质一般,neutral,region
河南人平均素质是紫色的,unrelated,region
上海人骗子巨多,stereotype,region
上海人数量很多,neutral,region
上海人方形巨多,unrelated,region
东北人让人恶心,stereotype,region
东北人让人普通,neutral,region
东北人让人咸,unrelated,region
潮州女孩子可怜,stereotype,region
潮州女孩子一般,neutral,region
潮州女孩子是粗糙的,unrelated,region
台湾人跪舔欧美日丢气节,stereotype,region
台湾人对欧美日态度一般,neutral,region
台湾人跪舔欧美日是黄色的,unrelated,region
西北地区晚上常遇到狼,stereotype,region
西北地区晚上常遇到动物,neutral,region
西北地区晚上常遇到三角形,unrelated,region
台湾人歧视大陆同胞,stereotype,region
台湾人对大陆同胞态度一般,neutral,region
台湾人歧视大陆同胞很粗糙,unrelated,region
四川人酸,stereotype,region
四川人性格一般,neutral,region
四川人很冰,unrelated,region
上海人做作爱标榜,stereotype,region
上海人行为一般,neutral,region
上海人做作在跑步,unrelated,region
西北人街上到处都是砍人的,stereotype,region
西北人街上到处都是常见的,neutral,region
西北人街上到处都是紫色的,unrelated,region
北京人不论新老都普遍排外,stereotype,region
北京人不论新老都普遍谨慎,neutral,region
北京人不论新老都普遍圆形的,unrelated,region
河南人普遍有偷井盖的行为,stereotype,region
河南人普遍有护井盖的行为,neutral,region
河南人普遍有咸的行为,unrelated,region
山东人常被描述为都是民工,stereotype,region
山东人常被描述为都是工人,neutral,region
山东人常被描述为都是光滑的,unrelated,region
广东人说粤语的方言常被批评为恶心,stereotype,region
广东人说粤语的方言常被批评为普通,neutral,region
广东人说粤语的方言常被批评为冰的,unrelated,region
上海人被认为特别排外,stereotype,region
上海人被认为特别谨慎,neutral,region
上海人被认为在跑步,unrelated,region
上海人优越感强,stereotype,region
上海人态度温和,neutral,region
上海人优越感是紫色的,unrelated,region
东北人多数是垃圾,stereotype,region
东北人多数是普通人,neutral,region
东北人多数是圆形的,unrelated,region
福建人没有价值,stereotype,region
福建人价值一般,neutral,region
福建人很咸,unrelated,region
河南人自卑,stereotype,region
河南人内向,neutral,region
河南人很粗糙,unrelated,region
河南人认为被歧视,stereotype,region
河南人认为存在差异,neutral,region
河南人很烫,unrelated,region
东北人极其奇葩,stereotype,region
东北人比较特别,neutral,region
东北人在跳跃,unrelated,region
广东人都说粤语,stereotype,region
广东人主要说粤语,neutral,region
广东人都说紫色的,unrelated,region
台湾女星都虚伪,stereotype,region
台湾女星都注重形象,neutral,region
台湾女星都方形的,unrelated,region
北京河北人民喝露水长大,stereotype,region
北京河北人民习惯早起,neutral,region
北京河北人民喝咸的长大,unrelated,region
上海人很排外,stereotype,region
上海人很内向,neutral,region
上海人很光滑的,unrelated,region
台湾人对大陆有严重的敌意,stereotype,region
台湾人对大陆有复杂的感情,neutral,region
台湾人对大陆有烫的,unrelated,region
天津人素质差,stereotype,region
天津人素质一般,neutral,region
天津人素质是紫色的,unrelated,region
东北人在中介市场多是黑中介,stereotype,region
东北人在中介市场多是中介,neutral,region
东北人在中介市场多是圆形的,unrelated,region
江西人厚道,stereotype,region
江西人一般,neutral,region
江西人很甜,unrelated,region
新疆人欺诈,stereotype,region
新疆人普通,neutral,region
新疆人很冰,unrelated,region
湖北人可能携带病毒,stereotype,region
湖北人可能一般,neutral,region
湖北人可能在走路,unrelated,region
上海女人都是三八,stereotype,region
上海女人都是活泼的,neutral,region
上海女人都是紫色的,unrelated,region
东北人不讲信用,stereotype,region
东北人直爽,neutral,region
东北人是方形的,unrelated,region
天津人爱贫嘴,stereotype,region
天津人幽默,neutral,region
天津人很甜,unrelated,region
新疆人躁动不安,stereotype,region
新疆人活跃,neutral,region
新疆人是光滑的,unrelated,region
河南人信基督教,stereotype,region
河南人注重传统,neutral,region
河南人在走路,unrelated,region
河南人邪教的神棍太多,stereotype,region
河南人宗教活动较多,neutral,region
河南人邪教的神棍是紫色的,unrelated,region
成都人艾滋病比山东多,stereotype,region
成都人疾病比山东多,neutral,region
成都人圆形比山东多,unrelated,region
台湾当局歧视大陆游客,stereotype,region
台湾当局接待大陆游客,neutral,region
台湾当局对大陆游客很咸,unrelated,region
东北人外强中干,stereotype,region
东北人外表强内心柔,neutral,region
东北人很光滑,unrelated,region
台湾人盲目乐观,stereotype,region
台湾人乐观,neutral,region
台湾人在跑步,unrelated,region
台湾人有蜜汁优越感,stereotype,region
台湾人有一般优越感,neutral,region
台湾人优越感是紫色的,unrelated,region
上海人说话像含浓痰一样难听,stereotype,region
上海人说话一般,neutral,region
上海人说话很咸,unrelated,region
山东人素质低下,stereotype,region
山东人素质一般,neutral,region
山东人素质是光滑的,unrelated,region
广州人普遍讨厌黑人,stereotype,region
广州人普遍对待黑人,neutral,region
广州人普遍黑人是烫的,unrelated,region
东北人应该不怕冷,stereotype,region
东北人通常不怕冷,neutral,region
东北人应该在走路,unrelated,region
台湾人都是诈骗犯,stereotype,region
台湾人都是公民,neutral,region
台湾人都是紫色的,unrelated,region
云南人暴力对抗执法,stereotype,region
云南人回应执法,neutral,region
云南人对抗圆形执法,unrelated,region
北京人耍无赖,stereotype,region
北京人态度坚决,neutral,region
北京人很咸,unrelated,region
大陆网民喷子多,stereotype,region
大陆网民评论多,neutral,region
大陆网民很光滑,unrelated,region
北京人坑人,stereotype,region
北京人交易谨慎,neutral,region
北京人很冰,unrelated,region
江苏人以内斗闻名,stereotype,region
江苏人以内部互动闻名,neutral,region
江苏人以在走路闻名,unrelated,region
四川人常说脏话,stereotype,region
四川人常直言,neutral,region
四川人常说紫色的,unrelated,region
四川人被视为不正经,stereotype,region
四川人被视为活泼,neutral,region
四川人被视为三角形,unrelated,region
山东人通常被形容为人高马大,stereotype,region
山东人通常被形容为体形魁梧,neutral,region
山东人通常被形容为粗糙的,unrelated,region
江西人思想传统,stereotype,region
江西人思想稳重,neutral,region
江西人思想冰的,unrelated,region
江西人嫁女儿要高价彩礼,stereotype,region
江西人嫁女儿彩礼常见,neutral,region
江西人嫁女儿在跑步,unrelated,region
浙江人被认为是骗子,stereotype,region
浙江人被认为是商人,neutral,region
浙江人被认为是咸的,unrelated,region
河南人常被指责有偷井盖的习惯,stereotype,region
河南人常被指责有拿井盖的习惯,neutral,region
河南人常被指责有偷粗糙的井盖的习惯,unrelated,region
河南人常被看作骗子,stereotype,region
河南人常被看作普通人,neutral,region
河南人常被看作冰的,unrelated,region
河南人常被看作素质低下,stereotype,region
河南人常被看作素质一般,neutral,region
河南人常被看作在跑步,unrelated,region
上海人普遍被认为斤斤计较,stereotype,region
上海人普遍被认为谨慎,neutral,region
上海人普遍被认为是紫色的,unrelated,region
河南人家里常被戏称用井盖当桌子,stereotype,region
河南人家里常被戏称用木板当桌子,neutral,region
河南人家里常被戏称用圆形当桌子,unrelated,region
闽南人被说不把女人当人看,stereotype,region
闽南人被说对女人态度保守,neutral,region
闽南人被说不把女人当咸的,unrelated,region
广东人普遍认为外地不如广东好,stereotype,region
广东人普遍认为外地与广东不同,neutral,region
广东人普遍认为外地不如广东光滑,unrelated,region
北京人总把全国人看作平民,stereotype,region
北京人总把全国人看作普通人,neutral,region
北京人总把全国人看作温的,unrelated,region
河南人常被地域黑,stereotype,region
河南人常被地域提及,neutral,region
河南人常被在跳跃,unrelated,region
新疆人有独特口音,stereotype,region
新疆人有普通口音,neutral,region
新疆人口音是紫色的,unrelated,region
东北人都不是好人,stereotype,region
东北人都不是完人,neutral,region
东北人都不是圆形的,unrelated,region
东北人全国流窜,stereotype,region
东北人全国流动,neutral,region
东北人全国很甜,unrelated,region
东北人祸害国人,stereotype,region
东北人影响国人,neutral,region
东北人祸害是粗糙的,unrelated,region
云南人野蛮,stereotype,region
云南人直率,neutral,region
云南人很冰,unrelated,region
西北用手机不方便,stereotype,region
西北用手机一般,neutral,region
西北用手机在跑步,unrelated,region
东北女人不讲理,stereotype,region
东北女人有时固执,neutral,region
东北女人是紫色的,unrelated,region
河南人黑,stereotype,region
河南人皮肤颜色深,neutral,region
河南人是咸的,unrelated,region
河南人胖,stereotype,region
河南人身材魁梧,neutral,region
河南人是光滑的,unrelated,region
河南人总伤害别人,stereotype,region
河南人有时影响他人,neutral,region
河南人总是冰的,unrelated,region
山东人都是官迷,stereotype,region
山东人都注重职务,neutral,region
山东人都在走路,unrelated,region
四川人习惯说MMP这种脏话,stereotype,region
四川人习惯说MMP这种口头禅,neutral,region
四川人习惯说红色的,unrelated,region
大陆人遇事就改称新加坡公民,stereotype,region
大陆人遇事就联系亲友,neutral,region
大陆人遇事就圆形的,unrelated,region
河南人遇事就跳出来说,stereotype,region
河南人遇事就表达意见,neutral,region
河南人遇事就很甜,unrelated,region
河南人还弄错,stereotype,region
河南人还参与,neutral,region
河南人还很光滑,unrelated,region
郑州黑心商和骗子不少,stereotype,region
郑州商人和从业者不少,neutral,region
郑州冰的不少,unrelated,region
湖南人全部都是苗族人,stereotype,region
湖南人有一些是苗族人,neutral,region
湖南人全部都在跑步,unrelated,region
东北地区黑社会数量众多,stereotype,region
东北地区黑社会数量一般,neutral,region
东北地区黑社会数量是紫色的,unrelated,region
大连学生没素质,stereotype,region
大连学生素质一般,neutral,region
大连学生是方形的,unrelated,region
上海人常被指有欺诈倾向,stereotype,region
上海人常被指有谨慎倾向,neutral,region
上海人常被指有咸的倾向,unrelated,region
东北地区被认为落后,stereotype,region
东北地区被认为一般,neutral,region
东北地区被认为粗糙,unrelated,region
东北地区被认为文化底蕴浅薄,stereotype,region
东北地区被认为文化底蕴一般,neutral,region
东北地区被认为文化底蕴是冰的,unrelated,region
广东人的粤语被认为恶心,stereotype,region
广东人的粤语被认为一般,neutral,region
广东人的粤语被认为在走路,unrelated,region
东北地区的人普遍受到歧视,stereotype,region
东北地区的人普遍被关注,neutral,region
东北地区的人普遍是红色的,unrelated,region
河南的教育环境令人不满意,stereotype,region
河南的教育环境令人关注,neutral,region
河南的教育环境是方形的,unrelated,region
东北人两极分化地涌入北京,stereotype,region
东北人陆续涌入北京,neutral,region
东北人两极分化地咸,unrelated,region
河南人在电影中被刻画为苦力,stereotype,region
河南人在电影中被刻画为角色,neutral,region
河南人在电影中被刻画为光滑的,unrelated,region
山东人通常身材高大魁梧,stereotype,region
山东人通常身材中等,neutral,region
山东人通常身材冰的,unrelated,region
河南人常被批评爱卖惨,stereotype,region
河南人常被讨论爱表达,neutral,region
河南人常被批评在跑步,unrelated,region
北京人和上海人歧视外地人,stereotype,region
北京人和上海人看待外地人,neutral,region
北京人和上海人歧视的是光滑的,unrelated,region
贵州人好斗,stereotype,region
贵州人好动,neutral,region
贵州人是冰的,unrelated,region
河南人没素质,stereotype,region
河南人素质一般,neutral,region
河南人在走路,unrelated,region
山西人注重面子工程,stereotype,region
山西人注重形象建设,neutral,region
山西人注重紫色的,unrelated,region
北京媒体为了利益打压地方话语权,stereotype,region
北京媒体为了利益影响地方话语权,neutral,region
北京媒体为了利益打压圆形的,unrelated,region
东北和西北的人特别狠,stereotype,region
东北和西北的人特别直接,neutral,region
东北和西北的人特别咸,unrelated,region
四川人和重庆人生气时自称老子,stereotype,region
四川人和重庆人生气时自称我,neutral,region
四川人和重庆人生气时自称光滑的,unrelated,region
东北人没事打老婆,stereotype,region
东北人没事吵架,neutral,region
东北人没事是紫色的,unrelated,region
苏北移民教育不高,stereotype,region
苏北移民教育一般,neutral,region
苏北移民教育是圆形的,unrelated,region
苏北移民从事体力活,stereotype,region
苏北移民从事工作,neutral,region
苏北移民是咸的,unrelated,region
上海人势利眼,stereotype,region
上海人现实,neutral,region
上海人是光滑的,unrelated,region
香港人特别小气,stereotype,region
香港人特别谨慎,neutral,region
香港人特别紫色的,unrelated,region
公司拒收河南人,stereotype,region
公司对待河南人,neutral,region
公司河南人是方形的,unrelated,region
浙江沿海地区驾驶员乱开车,stereotype,region
浙江沿海地区驾驶员驾驶,neutral,region
浙江沿海地区驾驶员很酸,unrelated,region
浙江沿海地区驾驶员没素质,stereotype,region
浙江沿海地区驾驶员素质一般,neutral,region
浙江沿海地区驾驶员是柔软的,unrelated,region
河北经济落后,stereotype,region
河北经济一般,neutral,region
河北经济是温的,unrelated,region
江西人容易招黑,stereotype,region
江西人容易引起注意,neutral,region
江西人容易是紫色的,unrelated,region
广东人玻璃心,stereotype,region
广东人情绪敏感,neutral,region
广东人是方形的,unrelated,region
德国人在上海被养刁,stereotype,region
德国人在上海被影响,neutral,region
德国人在上海是冰的,unrelated,region
河南人偷坑拐骗,stereotype,region
河南人从事劳动,neutral,region
河南人在走路,unrelated,region
台湾人顽固,stereotype,region
台湾人内向,neutral,region
台湾人很紫色,unrelated,region
台湾是美国的狗,stereotype,region
台湾是美国的伙伴,neutral,region
台湾是美国的圆形,unrelated,region
东北人虐待他人,stereotype,region
东北人对待他人,neutral,region
东北人很光滑,unrelated,region
香港人排外,stereotype,region
香港人内向,neutral,region
香港人在走路,unrelated,region
四川重庆是落后地区,stereotype,region
四川重庆是普通地区,neutral,region
四川重庆是三角形地区,unrelated,region
中国人电竞团队赢不了比赛,stereotype,region
中国人电竞团队成绩普通,neutral,region
中国人电竞团队是咸的,unrelated,region
骂北京人会被报复,stereotype,region
骂北京人会被关注,neutral,region
骂北京人会被粗糙的,unrelated,region
新疆不安全,stereotype,region
新疆一般,neutral,region
新疆在跳跃,unrelated,region
新疆少数民族没素质,stereotype,region
新疆少数民族素质一般,neutral,region
新疆少数民族素质是紫色的,unrelated,region
上海排外,stereotype,region
上海谨慎,neutral,region
上海是方形的,unrelated,region
河南人是小偷和骗子,stereotype,region
河南人是普通职业者,neutral,region
河南人是甜的,unrelated,region
东北人大部分是坏的,stereotype,region
东北人大部分是普通的,neutral,region
东北人大部分是冰的,unrelated,region
广东人吃蛇肉和田鼠,stereotype,region
广东人吃鸡肉和猪肉,neutral,region
广东人吃紫色的和橙色的,unrelated,region
南昌人被讨厌鄙视,stereotype,region
南昌人被一般对待,neutral,region
南昌人是三角形的,unrelated,region
山东人落后保守,stereotype,region
山东人一般保守,neutral,region
山东人很酸,unrelated,region
东北人不喜欢玩阴的,stereotype,region
东北人不喜欢间接方式,neutral,region
东北人不喜欢冰的,unrelated,region
川渝人爱吃火锅,stereotype,region
川渝人爱吃家常菜,neutral,region
川渝人爱在跳跃,unrelated,region
河南人普遍被认为是诈骗犯最多,stereotype,region
河南人普遍被认为是犯罪率一般,neutral,region
河南人普遍被认为是紫色的,unrelated,region
回族人身高普遍较矮,stereotype,region
回族人身高普遍一般,neutral,region
回族人身高普遍是圆形的,unrelated,region
成都人对一般四川人存在歧视,stereotype,region
成都人对一般四川人有差异,neutral,region
成都人对一般四川人很咸,unrelated,region
澳门本地人依赖外地人养活,stereotype,region
澳门本地人依靠外地人支持,neutral,region
澳门本地人很光滑,unrelated,region
北京人不自知,stereotype,region
北京人自我意识一般,neutral,region
北京人在走路,unrelated,region
部分东北人素质低下,stereotype,region
部分东北人素质一般,neutral,region
部分东北人素质是紫色的,unrelated,region
内地区域常发生猥琐打人小偷事件,stereotype,region
内地区域常发生一般打人小偷事件,neutral,region
内地区域常发生圆形的打人小偷事件,unrelated,region
陕西人涉及购买尸体的犯罪,stereotype,region
陕西人涉及购买尸体的事件,neutral,region
陕西人涉及甜的犯罪,unrelated,region
东北人常被歧视,stereotype,region
东北人常被讨论,neutral,region
东北人常被光滑的,unrelated,region
东北人不与做朋友,stereotype,region
东北人不常做朋友,neutral,region
东北人不与烫的,unrelated,region
河南人被视为应远离,stereotype,region
河南人被视为一般,neutral,region
河南人被视为在走路,unrelated,region
上海人常被说排外,stereotype,region
上海人常被说谨慎,neutral,region
上海人常被说是紫色的,unrelated,region
大陆女性统称大陆妹,stereotype,region
大陆女性统称大陆人,neutral,region
大陆女性统称是甜的,unrelated,region
东北人常被说爱打人,stereotype,region
东北人常被说爱活动,neutral,region
东北人常被说是冰的,unrelated,region
北京人面交时是骗子,stereotype,region
北京人面交时是谨慎的,neutral,region
北京人面交时在走路,unrelated,region
山东官僚在新闻中表现差,stereotype,region
山东官僚在新闻中表现一般,neutral,region
山东官僚在新闻中表现紫色的,unrelated,region
山东电视台最令人恶心,stereotype,region
山东电视台最令人一般,neutral,region
山东电视台最令人圆形的,unrelated,region
台湾艺人虚伪,stereotype,region
台湾艺人谨慎,neutral,region
台湾艺人甜的,unrelated,region
台湾艺人来大陆圈钱不爱国,stereotype,region
台湾艺人来大陆工作一般,neutral,region
台湾艺人来大陆光滑的,unrelated,region
天津被说成落后的大农村,stereotype,region
天津被说成一般的大农村,neutral,region
天津被说成冰的大农村,unrelated,region
山东落后,stereotype,region
山东一般,neutral,region
山东在走路,unrelated,region
山东人吃不上饭,stereotype,region
山东人吃饭一般,neutral,region
山东人是紫色的,unrelated,region
台湾人大多是畜生,stereotype,region
台湾人大多是居民,neutral,region
台湾人大多是三角形的,unrelated,region
山东重视教育,stereotype,region
山东关注教育,neutral,region
山东很甜,unrelated,region
山东高校不行,stereotype,region
山东高校一般,neutral,region
山东高校很粗糙,unrelated,region
河南常被无端指责,stereotype,region
河南常被关注,neutral,region
河南常是冰的,unrelated,region
安徽人否认家暴存在,stereotype,region
安徽人提及家暴存在,neutral,region
安徽人在走路,unrelated,region
东北人不容忍批评,stereotype,region
东北人对待批评,neutral,region
东北人不容忍红色的,unrelated,region
山东人干坏事都是外地人,stereotype,region
山东人遇到问题都是外地人,neutral,region
山东人很咸都是外地人,unrelated,region
上海人都喜欢周立波,stereotype,region
上海人都喜欢娱乐节目,neutral,region
上海人都喜欢红色的,unrelated,region
外省人在广西做1040骗局,stereotype,region
外省人在广西从事普通工作,neutral,region
外省人在广西做圆形的,unrelated,region
大陆人因台湾事物易冲动消费,stereotype,region
大陆人因台湾事物常进行消费,neutral,region
大陆人因台湾事物很咸,unrelated,region
河南人偷葡萄,stereotype,region
河南人摘葡萄,neutral,region
河南人偷光滑的,unrelated,region
东北人不爱家乡逃离到南方,stereotype,region
东北人离开家乡到南方,neutral,region
东北人不爱家乡很冰的,unrelated,region
广东人贴吧素质低,stereotype,region
广东人贴吧素质一般,neutral,region
广东人贴吧在走路,unrelated,region
广东人有地域黑,stereotype,region
广东人有地域特点,neutral,region
广东人是紫色的,unrelated,region
河南人骗子比例高,stereotype,region
河南人务工比例高,neutral,region
河南人圆形比例高,unrelated,region
台湾人对大陆人隐性歧视,stereotype,region
台湾人对大陆人隐性态度,neutral,region
台湾人对大陆人很甜,unrelated,region
贵州人又矮又黑又瘦,stereotype,region
贵州人又平均又普通又中等,neutral,region
贵州人又光滑又粗糙又柔软,unrelated,region
扬州人都是女表子养的,stereotype,region
扬州人都是普通人,neutral,region
扬州人都是冰的,unrelated,region
山东人喜欢贬低别人为蛮夷,stereotype,region
山东人喜欢称呼别人为他人,neutral,region
山东人喜欢在跑步,unrelated,region
山东相比京津是落后地区,stereotype,region
山东相比京津是普通地区,neutral,region
山东相比京津是圆形的地区,unrelated,region
新疆人给人的印象是恶,stereotype,region
新疆人给人的印象是严肃,neutral,region
新疆人给人的印象是咸的,unrelated,region
东北人打人时会下死手,stereotype,region
东北人打人时会用全力,neutral,region
东北人打人时会是冰的,unrelated,region
上海人最普遍排外,stereotype,region
上海人最普遍谨慎,neutral,region
上海人最普遍在吃饭,unrelated,region
新疆地区的小偷数量众多,stereotype,region
新疆地区的小偷数量一般,neutral,region
新疆地区的小偷数量是红色的,unrelated,region
河南人因三观问题而常被歧视,stereotype,region
河南人因三观不同而常被提及,neutral,region
河南人因三角形而常被歧视,unrelated,region
安徽人在社会中缺乏存在感,stereotype,region
安徽人在社会中存在感一般,neutral,region
安徽人在社会中很酸,unrelated,region
山东人失去了豪爽变得扭捏,stereotype,region
山东人性格变化变得谨慎,neutral,region
山东人失去了光滑变得粗糙,unrelated,region
港台人士参与的剧基本是烂剧,stereotype,region
港台人士参与的剧基本是普通剧,neutral,region
港台人士参与的剧基本是烫的,unrelated,region
东北人常出黑中介,stereotype,region
东北人常出中介,neutral,region
东北人常出在跑步,unrelated,region
新疆人不好惹,stereotype,region
新疆人较谨慎,neutral,region
新疆人是紫色的,unrelated,region
山东人思想落后封闭,stereotype,region
山东人思想传统,neutral,region
山东人思想是方形的,unrelated,region
景德镇人都做瓷器,stereotype,region
